Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping days,latitude,longitude
Standard Class,Consumer,Jackson,Mississippi,39212.0,South,Technology,Phones,659.97,3.0,0.0,197.991,5.0,32.24,-90.28
Standard Class,Consumer,Jackson,Mississippi,39212.0,South,Technology,Phones,113.73,3.0,0.0,32.9817,5.0,32.24,-90.28
Standard Class,Home Office,Los Angeles,California,90045.0,West,Office Supplies,Binders,5.104,1.0,0.2,1.6588,4.0,33.95,-118.4
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,16.448,2.0,0.0,5.5512,4.0,29.91,-95.65
First Class,Consumer,Clifton,New Jersey,7011.0,East,Office Supplies,Binders,81.92,3.770643976020112,0.0,22.1184,3.0,40.88,-74.14
First Class,Consumer,Clifton,New Jersey,7011.0,East,Furniture,Furnishings,254.9,5.0,0.0,76.47,3.0,40.88,-74.14
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,26.968,5.0,0.2,6.8824000000000005,3.0,41.85,-87.72
Second Class,Corporate,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,26.968,3.0,0.2,0.8856,3.0,41.85,-87.72
First Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Binders,8.32,5.0,0.2,2.808,4.0,47.68,-122.28
Second Class,Consumer,Long Beach,New York,11561.0,East,Technology,Phones,89.95,5.0,0.0,43.176,3.0,40.59,-73.65
Standard Class,Home Office,Sheboygan,Wisconsin,53081.0,Central,Office Supplies,Binders,25.2,4.0,0.0,11.592,6.0,43.7,-87.74
Standard Class,Home Office,Sheboygan,Wisconsin,53081.0,Central,Office Supplies,Binders,37.59,3.0,0.0,17.6673,4.0,43.7,-87.74
Standard Class,Home Office,Sheboygan,Wisconsin,53081.0,Central,Office Supplies,Binders,14.97,1.0,0.0,4.1916,6.0,43.7,-87.74
Standard Class,Home Office,Sheboygan,Wisconsin,53081.0,Central,Technology,Phones,167.97,2.0,0.0,0.891,4.0,43.7,-87.74
First Class,Consumer,Boca Raton,Florida,33433.0,South,Office Supplies,Binders,39.936,4.0,0.7,-26.624,3.0,26.35,-80.16
First Class,Consumer,Boca Raton,Florida,33433.0,South,Technology,Phones,18.464,2.0,0.2,2.308,3.0,26.35,-80.16
Standard Class,Consumer,Aurora,Colorado,80013.0,West,Office Supplies,Binders,4.896,3.770643976020112,0.7,-3.4272,4.0,39.66,-104.77
Second Class,Consumer,Aurora,Colorado,80013.0,West,Furniture,Furnishings,145.764,6.0,0.7,-247.7988,3.0,39.66,-104.77
Second Class,Consumer,Aurora,Colorado,80013.0,West,Office Supplies,Binders,9.612,6.0,0.7,-7.3692,3.0,39.66,-104.77
First Class,Home Office,San Diego,California,92037.0,West,Technology,Phones,199.75,5.0,0.0,87.89,2.0,32.86,-117.24
First Class,Home Office,San Diego,California,92037.0,West,Furniture,Tables,1673.184,12.0,0.2,20.9148,4.0,32.86,-117.24
First Class,Corporate,Seattle,Washington,98105.0,West,Furniture,Furnishings,12.18,3.831979695431472,0.0,3.8976,3.0,47.66,-122.29
Standard Class,Corporate,Seattle,Washington,98199.0,West,Office Supplies,Binders,57.68,4.0,0.0,19.0344,3.0,47.65,-122.4
Standard Class,Consumer,Dubuque,Iowa,52001.0,Central,Technology,Phones,263.96,4.0,0.0,76.5484,4.0,42.5,-90.69
First Class,Consumer,Los Angeles,California,90032.0,West,Technology,Phones,299.94,6.0,0.0,128.9742,3.0,34.08,-118.17
First Class,Consumer,Los Angeles,California,90032.0,West,Office Supplies,Binders,26.968,7.0,0.0,0.5152,3.0,34.08,-118.17
First Class,Consumer,Lowell,Massachusetts,1852.0,East,Technology,Phones,271.9,2.0,0.0,78.851,4.0,42.63,-71.3
First Class,Consumer,Lowell,Massachusetts,1852.0,East,Furniture,Furnishings,45.84,3.0,0.0,15.5856,4.0,42.63,-71.3
First Class,Consumer,Lowell,Massachusetts,1852.0,East,Furniture,Furnishings,9.82,2.0,0.2,3.2406,2.0,42.63,-71.3
Standard Class,Consumer,Marysville,Washington,98270.0,West,Office Supplies,Binders,93.36,12.0,0.0,0.9336,4.0,48.05,-122.14
Standard Class,Consumer,Oklahoma City,Oklahoma,73120.0,Central,Furniture,Storage,541.24,4.0,0.0,5.4124,4.0,35.58,-97.57
Standard Class,Consumer,Oklahoma City,Oklahoma,73120.0,Central,Furniture,Furnishings,1323.9,5.0,0.0,383.931,7.0,35.58,-97.57
Second Class,Corporate,Philadelphia,Pennsylvania,19255.0,East,Office Supplies,Binders,126.624,6.0,0.2,41.1528,3.0,39.95,-75.16
First Class,Consumer,Aurora,Colorado,80013.0,West,Technology,Phones,125.944,7.0,0.2,15.743,3.0,39.66,-104.77
Same Day,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,26.968,3.770643976020112,0.2,207.475,0.0,40.73,-73.98
Same Day,Consumer,New York City,New York,10009.0,East,Technology,Phones,120.0,8.0,0.0,13.2,0.0,40.73,-73.98
Same Day,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,3.29,1.0,0.0,1.4805,0.0,40.73,-73.98
Same Day,Consumer,New York City,New York,10009.0,East,Furniture,Furnishings,18.84,3.0,0.2,6.0288,0.0,40.73,-73.98
First Class,Home Office,Lancaster,Ohio,43130.0,East,Furniture,Furnishings,60.672,6.0,0.2,12.8928,2.0,39.72,-82.59
Second Class,Corporate,Modesto,California,95351.0,West,Technology,Phones,52.792,1.0,0.2,4.6193,4.0,37.63,-121.01
First Class,Consumer,Saint Louis,Missouri,63116.0,Central,Office Supplies,Binders,83.9,10.0,0.0,20.975,3.0,38.58,-90.26
First Class,Consumer,Saint Louis,Missouri,63116.0,Central,Office Supplies,Binders,11.76,3.770643976020112,0.0,5.7624,3.0,38.58,-90.26
Standard Class,Corporate,Dallas,Texas,75217.0,Central,Office Supplies,Binders,4.992,3.0,0.8,-12.9792,4.0,32.71,-96.68
Standard Class,Corporate,Dallas,Texas,75217.0,Central,Office Supplies,Binders,87.92,5.0,0.0,29.673,4.0,32.71,-96.68
Standard Class,Corporate,Dallas,Texas,75217.0,Central,Furniture,Furnishings,657.93,5.0,0.3,-93.99,4.0,32.71,-96.68
Standard Class,Corporate,Dallas,Texas,75217.0,Central,Office Supplies,Binders,1.044,3.770643976020112,0.8,-1.827,4.0,32.71,-96.68
Second Class,Corporate,New York City,New York,10035.0,East,Furniture,Furnishings,210.68,2.0,0.0,50.5632,4.0,40.8,-73.93
Second Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Binders,78.8,1.0,0.0,1.576,4.0,40.8,-73.93
Second Class,Corporate,New York City,New York,10035.0,East,Technology,Phones,19.99,3.7777777777777777,0.0,6.7966,4.0,40.8,-73.93
Second Class,Corporate,New York City,New York,10035.0,East,Office Supplies,Binders,772.68,4.0,0.0,108.1752,4.0,40.8,-73.93
Standard Class,Consumer,San Antonio,Texas,78207.0,Central,Technology,Phones,106.08,6.0,0.2,-9.282,4.0,29.42,-98.53
Standard Class,Consumer,Amarillo,Texas,79109.0,Central,Furniture,Furnishings,23.076,3.0,0.6,-10.9611,4.0,35.17,-101.89
Standard Class,Consumer,Amarillo,Texas,79109.0,Central,Office Supplies,Binders,25.92,3.770643976020112,0.0,9.072,4.0,35.17,-101.89
First Class,Consumer,Houston,Texas,77041.0,Central,Office Supplies,Binders,47.952,3.0,0.2,16.1838,3.0,29.86,-95.58
First Class,Consumer,Houston,Texas,77041.0,Central,Office Supplies,Binders,0.984,2.0,0.8,-1.476,4.0,29.86,-95.58
First Class,Consumer,Houston,Texas,77041.0,Central,Furniture,Furnishings,75.384,9.0,0.6,7.803599999999999,3.0,29.86,-95.58
First Class,Consumer,Houston,Texas,77041.0,Central,Office Supplies,Binders,26.968,2.0,0.2,1.6704,3.0,29.86,-95.58
First Class,Consumer,Lawrence,Massachusetts,1843.0,East,Office Supplies,Binders,37.68,6.0,0.0,16.956,2.0,42.7,-71.16
Standard Class,Corporate,Columbus,Georgia,31907.0,South,Office Supplies,Binders,41.91,3.770643976020112,0.0,6.8824000000000005,4.0,32.51,-84.87
Second Class,Consumer,Los Angeles,California,90032.0,West,Furniture,Furnishings,435.999,3.0,0.15,5.1294,2.0,34.08,-118.17
Second Class,Corporate,Seattle,Washington,98115.0,West,Office Supplies,Binders,26.968,6.0,0.0,34.3548,4.0,47.68,-122.28
Second Class,Corporate,Seattle,Washington,98115.0,West,Technology,Phones,33.18,2.0,0.0,11.613,4.0,47.68,-122.28
Standard Class,Home Office,Cambridge,Massachusetts,2138.0,East,Technology,Phones,63.88,4.0,0.0,24.9132,4.0,42.38,-71.14
Standard Class,Home Office,Cambridge,Massachusetts,2138.0,East,Furniture,Furnishings,26.72,1.0,0.0,11.7568,4.0,42.38,-71.14
Second Class,Consumer,Salt Lake City,Utah,84106.0,West,Office Supplies,Binders,295.056,9.0,0.2,106.9578,2.0,40.7,-111.85
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,26.968,5.0,0.0,129.7725,4.0,40.8,-73.93
Second Class,Consumer,Cuyahoga Falls,Ohio,44221.0,East,Office Supplies,Binders,2.214,3.0,0.7,-1.476,2.0,41.14,-81.48
Second Class,Consumer,Wilmington,North Carolina,28403.0,South,Office Supplies,Binders,16.272,3.0,0.2,5.2884,4.0,34.21,-77.91
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,5.97,5.0,0.7,-4.577,4.0,40.01,-75.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,21.184,1.0,0.2,4.7664,4.0,40.01,-75.15
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Technology,Appliances,41.376,6.0,0.2,3.1032,4.0,40.01,-75.15
Second Class,Corporate,New York City,New York,10009.0,East,Office Supplies,Binders,17.94,3.770643976020112,0.0,6.8824000000000005,4.0,40.73,-73.98
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,2.655,1.0,0.7,-1.8585,7.0,39.99,-75.11
Standard Class,Consumer,Los Angeles,California,90049.0,West,Office Supplies,Binders,892.35,5.0,0.0,267.705,7.0,34.08,-118.49
Standard Class,Consumer,Los Angeles,California,90189.0,West,Furniture,Furnishings,307.666,2.0,0.15,28.9568,7.0,34.06,-118.25
Standard Class,Consumer,Los Angeles,California,90049.0,West,Office Supplies,Binders,728.82,9.0,0.0,29.1528,7.0,34.08,-118.49
Standard Class,Consumer,Los Angeles,California,90049.0,West,Office Supplies,Binders,41.36,5.0,0.2,13.959,7.0,34.08,-118.49
Standard Class,Consumer,Los Angeles,California,90049.0,West,Technology,Phones,43.176,3.0,0.2,15.1116,7.0,34.08,-118.49
Standard Class,Consumer,Los Angeles,California,90049.0,West,Furniture,Furnishings,4.16,2.0,0.0,1.7472,4.0,34.08,-118.49
Standard Class,Corporate,Long Beach,New York,11561.0,East,Office Supplies,Binders,61.4,5.0,0.0,28.858,6.0,40.59,-73.65
Standard Class,Corporate,Long Beach,New York,11561.0,East,Office Supplies,Binders,24.448,2.0,0.0,6.8824000000000005,6.0,40.59,-73.65
First Class,Consumer,Rochester,New York,14609.0,East,Technology,Phones,263.96,4.0,0.0,71.2692,2.0,43.18,-77.55
First Class,Consumer,Rochester,New York,14609.0,East,Technology,Phones,359.97,3.0,0.0,100.7916,2.0,43.18,-77.55
First Class,Consumer,Rochester,New York,14694.0,East,Office Supplies,Binders,12.96,2.0,0.0,6.2208,4.0,43.16,-77.61
First Class,Consumer,Rochester,New York,14609.0,East,Office Supplies,Binders,116.82,3.770643976020112,0.0,5.841,2.0,43.18,-77.55
First Class,Consumer,Rochester,New York,14609.0,East,Office Supplies,Binders,276.784,2.0,0.0,89.9548,2.0,43.18,-77.55
Standard Class,Corporate,San Francisco,California,94109.0,West,Technology,Phones,239.97,3.7777777777777777,0.0,86.3892,4.0,37.79,-122.42
Standard Class,Corporate,San Francisco,California,94109.0,West,Furniture,Furnishings,16.02,6.0,0.0,6.0876,4.0,37.79,-122.42
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,454.56,5.0,0.2,6.8824000000000005,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Furniture,Furnishings,141.42,5.0,0.6,-187.3815,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Furniture,Furnishings,310.744,4.0,0.3,-26.6352,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,12.736,4.0,0.2,2.2288,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,6.47,3.770643976020112,0.8,-9.705,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,26.968,14.0,0.8,-22.6842,4.0,30.71,-95.54
Standard Class,Consumer,Huntsville,Texas,77349.0,Central,Office Supplies,Binders,26.968,2.0,0.8,-38.8212,4.0,30.71,-95.54
Standard Class,Corporate,East Point,Georgia,30344.0,South,Office Supplies,Binders,26.968,3.770643976020112,0.0,74.691,6.0,33.68,-84.46
Standard Class,Corporate,East Point,Georgia,30344.0,South,Technology,Phones,75.0,3.0,0.0,18.0,6.0,33.68,-84.46
Standard Class,Home Office,New York City,New York,10009.0,East,Office Supplies,Binders,134.272,8.0,0.2,46.9952,5.0,40.73,-73.98
Standard Class,Corporate,Springfield,Oregon,97477.0,West,Office Supplies,Binders,146.544,6.0,0.2,47.6268,6.0,44.05,-123.0
Standard Class,Corporate,Springfield,Oregon,97478.0,West,Office Supplies,Binders,131.904,3.0,0.2,47.8152,6.0,44.1,-122.8
Standard Class,Corporate,Springfield,Oregon,97477.0,West,Office Supplies,Binders,14.301,7.0,0.7,-10.4874,6.0,44.05,-123.0
Standard Class,Corporate,Springfield,Oregon,97477.0,West,Office Supplies,Binders,718.64,3.770643976020112,0.2,-161.694,6.0,44.05,-123.0
Standard Class,Home Office,Arlington,Virginia,22204.0,South,Furniture,Furnishings,61.1,3.831979695431472,0.0,18.33,6.0,38.87,-77.1
Standard Class,Consumer,Wilmington,North Carolina,28403.0,South,Office Supplies,Binders,28.08,3.0,0.2,5.265,4.0,34.21,-77.91
Standard Class,Consumer,Yuma,Arizona,85364.0,West,Office Supplies,Binders,10.496,4.0,0.2,1.1808,2.0,32.68,-114.66
Standard Class,Consumer,San Bernardino,California,92404.0,West,Office Supplies,Binders,39.92,2.0,0.2,12.974,4.0,34.17,-117.24
First Class,Corporate,Baltimore,Maryland,21215.0,East,Office Supplies,Binders,77.58,9.0,0.0,6.8824000000000005,2.0,39.35,-76.68
Standard Class,Home Office,Seattle,Washington,98103.0,West,Office Supplies,Binders,269.36,7.0,0.0,6.8824000000000005,6.0,47.67,-122.34
Standard Class,Consumer,San Francisco,California,94199.0,West,Office Supplies,Binders,26.968,3.770643976020112,0.0,2.8224,4.0,37.77,-122.41
Second Class,Home Office,New York City,New York,10035.0,East,Office Supplies,Binders,109.9,5.0,0.0,32.97,5.0,40.8,-73.93
Second Class,Consumer,Seattle,Washington,98115.0,West,Furniture,Furnishings,23.88,3.0,0.0,10.5072,5.0,47.68,-122.28
Second Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Binders,26.2,4.0,0.0,12.052,5.0,47.68,-122.28
Second Class,Consumer,Seattle,Washington,98115.0,West,Technology,Phones,234.95,5.0,0.0,32.893,5.0,47.68,-122.28
Standard Class,Consumer,Albuquerque,New Mexico,87105.0,West,Office Supplies,Binders,118.25,5.0,0.0,34.2925,4.0,34.99,-106.68
Standard Class,Consumer,Albuquerque,New Mexico,87105.0,West,Office Supplies,Binders,4.28,1.0,0.0,1.926,4.0,34.99,-106.68
First Class,Home Office,Los Angeles,California,90045.0,West,Technology,Phones,3357.6,3.0,0.2,377.73,4.0,33.95,-118.4
Standard Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Binders,8.26,2.0,0.0,3.7996,4.0,33.95,-118.4
Standard Class,Consumer,Los Angeles,California,90045.0,West,Technology,Phones,2973.32,7.0,0.2,334.4985,4.0,33.95,-118.4
Standard Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Binders,104.79,7.0,0.0,29.3412,4.0,33.95,-118.4
Standard Class,Consumer,Los Angeles,California,90189.0,West,Technology,Phones,775.728,6.0,0.2,58.1796,4.0,34.06,-118.25
First Class,Home Office,Houston,Texas,77041.0,Central,Furniture,Furnishings,182.745,1.0,0.32,-17.0274,4.0,29.86,-95.58
First Class,Home Office,Houston,Texas,77041.0,Central,Office Supplies,Binders,175.44,6.0,0.2,52.632,2.0,29.86,-95.58
First Class,Consumer,Houston,Texas,77041.0,Central,Technology,Phones,438.336,4.0,0.2,-87.6672,2.0,29.86,-95.58
Standard Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,215.544,4.0,0.3,-58.5048,7.0,40.01,-75.15
Standard Class,Consumer,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,55.584,3.770643976020112,0.2,20.844,5.0,41.85,-87.72
Standard Class,Consumer,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,127.386,3.831979695431472,0.3,-25.4772,5.0,41.85,-87.72
Second Class,Consumer,San Angelo,Texas,76903.0,Central,Furniture,Furnishings,182.745,5.0,0.3,-17.745,2.0,31.44,-100.45
Second Class,Consumer,San Angelo,Texas,76903.0,Central,Office Supplies,Binders,26.968,4.0,0.8,-30.8672,2.0,31.44,-100.45
Second Class,Consumer,San Angelo,Texas,76903.0,Central,Furniture,Furnishings,85.246,2.0,0.3,-1.2178,2.0,31.44,-100.45
Second Class,Corporate,Pasadena,Texas,77506.0,Central,Office Supplies,Binders,20.64,5.0,0.2,2.322,4.0,29.71,-95.2
Standard Class,Corporate,Los Angeles,California,90049.0,West,Furniture,Furnishings,148.02,3.0,0.0,41.4456,6.0,34.08,-118.49
Same Day,Corporate,Garden City,Kansas,67846.0,Central,Office Supplies,Binders,33.29,3.770643976020112,0.0,7.9896,0.0,37.97,-100.86
Standard Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Binders,26.968,5.0,0.0,100.4255,4.0,33.95,-118.4
Standard Class,Consumer,Chicago,Illinois,60653.0,Central,Furniture,Furnishings,526.344,4.0,0.3,-75.192,5.0,41.82,-87.61
Standard Class,Consumer,San Francisco,California,94110.0,West,Furniture,Furnishings,41.96,2.0,0.0,10.9096,5.0,37.74,-122.41
Standard Class,Consumer,San Francisco,California,94110.0,West,Furniture,Furnishings,451.152,3.0,0.2,0.0,5.0,37.74,-122.41
Standard Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Binders,31.504,11.0,0.2,6.8824000000000005,5.0,37.74,-122.41
Standard Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,30.672,3.0,0.2,9.585,6.0,39.99,-75.11
Standard Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,1079.976,4.0,0.4,125.9972,6.0,39.99,-75.11
Standard Class,Consumer,Modesto,California,95351.0,West,Furniture,Furnishings,161.568,2.0,0.2,-28.2744,5.0,37.63,-121.01
Standard Class,Consumer,Houston,Texas,77070.0,Central,Office Supplies,Binders,2.934,3.0,0.8,-4.9878,7.0,29.98,-95.57
Standard Class,Consumer,Houston,Texas,77070.0,Central,Technology,Phones,18.528,2.0,0.2,4.4004,7.0,29.98,-95.57
Standard Class,Consumer,Houston,Texas,77070.0,Central,Office Supplies,Binders,670.752,3.770643976020112,0.2,-125.766,4.0,29.98,-95.57
Standard Class,Consumer,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,64.96,5.0,0.6,-43.848,6.0,41.91,-87.63
First Class,Corporate,Riverside,California,92503.0,West,Technology,Phones,41.94,2.0,0.0,15.0984,3.0,33.89,-117.44
First Class,Corporate,Riverside,California,92503.0,West,Office Supplies,Binders,11.96,2.0,0.0,5.8604,3.0,33.89,-117.44
First Class,Corporate,Riverside,California,92503.0,West,Office Supplies,Binders,13.12,4.0,0.0,3.8048,4.0,33.89,-117.44
First Class,Corporate,Riverside,California,92503.0,West,Office Supplies,Binders,535.41,3.0,0.0,160.623,3.0,33.89,-117.44
Standard Class,Corporate,Dallas,Texas,75081.0,Central,Furniture,Furnishings,72.78,3.0,0.2,-70.9605,5.0,32.97,-96.7
Standard Class,Consumer,Los Angeles,California,90008.0,West,Office Supplies,Binders,36.84,3.770643976020112,0.0,17.3148,4.0,34.01,-118.35
Standard Class,Consumer,Los Angeles,California,90008.0,West,Office Supplies,Binders,87.71,7.0,0.0,41.2237,5.0,34.01,-118.35
Standard Class,Corporate,Lakeland,Florida,33801.0,South,Furniture,Furnishings,562.2925,7.0,0.45,-255.5875,4.0,28.04,-81.9
Standard Class,Consumer,New York City,New York,10035.0,East,Furniture,Furnishings,56.52,9.0,0.0,21.4776,4.0,40.8,-73.93
Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,26.968,8.0,0.2,1.2672,4.0,40.01,-75.15
Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,284.08,10.0,0.2,24.857,4.0,40.01,-75.15
Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,18.496,4.0,0.2,6.8824000000000005,4.0,40.01,-75.15
Standard Class,Consumer,San Diego,California,92037.0,West,Office Supplies,Binders,14.73,3.0,0.0,7.2177,4.0,32.86,-117.24
Standard Class,Consumer,San Diego,California,92037.0,West,Office Supplies,Binders,186.54,3.0,0.0,50.3658,5.0,32.86,-117.24
Standard Class,Consumer,San Diego,California,92037.0,West,Furniture,Furnishings,182.745,4.0,0.2,6.9716,5.0,32.86,-117.24
Standard Class,Consumer,San Diego,California,92037.0,West,Technology,Phones,159.968,4.0,0.2,-31.9936,5.0,32.86,-117.24
Standard Class,Consumer,Lawton,Oklahoma,73507.0,Central,Office Supplies,Binders,26.968,6.0,0.0,155.727,7.0,34.8,-98.63
Standard Class,Consumer,Lawton,Oklahoma,73505.0,Central,Office Supplies,Binders,3.52,2.0,0.0,6.8824000000000005,7.0,34.6,-98.42
Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Binders,49.12,4.0,0.0,23.0864,5.0,37.28,-80.05
Standard Class,Home Office,Santa Ana,California,92704.0,West,Office Supplies,Binders,20.16,7.0,0.0,6.8824000000000005,4.0,33.71,-117.9
First Class,Corporate,Rapid City,South Dakota,57701.0,Central,Office Supplies,Binders,10.68,2.0,0.0,5.0196,3.0,44.07,-103.23
First Class,Corporate,Rapid City,South Dakota,57709.0,Central,Furniture,Furnishings,182.745,2.0,0.0,39.7488,4.0,44.07,-103.23
First Class,Consumer,Seattle,Washington,98115.0,West,Office Supplies,Binders,26.968,2.0,0.0,4.872,2.0,47.68,-122.28
First Class,Consumer,Seattle,Washington,98199.0,West,Technology,Phones,167.97,4.0,0.0,25.1916,2.0,47.65,-122.4
Standard Class,Consumer,Middletown,Connecticut,6457.0,East,Office Supplies,Binders,61.96,2.0,0.0,27.882,4.0,41.54,-72.65
Standard Class,Consumer,Baltimore,Maryland,21215.0,East,Furniture,Tables,239.372,2.0,0.3,-23.9372,5.0,39.35,-76.68
Standard Class,Consumer,San Diego,California,92199.0,West,Technology,Phones,167.97,5.0,0.0,95.2,4.0,32.99,-117.07
Standard Class,Corporate,Odessa,Texas,79762.0,Central,Office Supplies,Paper,26.968,3.0,0.2,5.6112,6.0,31.93,-102.36
Standard Class,Home Office,Milford,Connecticut,6461.0,East,Technology,Phones,199.75,5.0,0.0,87.89,4.0,41.23,-73.08
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Furniture,Chairs,227.96,3.831979695431472,0.0,36.4736,4.0,40.79,-74.16
Second Class,Consumer,New York City,New York,10035.0,East,Technology,Phones,307.98,2.0,0.0,25.1916,5.0,40.8,-73.93
Standard Class,Consumer,San Diego,California,92105.0,West,Furniture,Furnishings,96.96,6.0,0.0,33.936,4.0,32.73,-117.08
Standard Class,Consumer,San Diego,California,92105.0,West,Office Supplies,Binders,117.488,7.0,0.2,41.1208,4.0,32.73,-117.08
Standard Class,Consumer,San Diego,California,92105.0,West,Office Supplies,Binders,11.952,3.0,0.2,4.1832,4.0,32.73,-117.08
Standard Class,Consumer,San Diego,California,92105.0,West,Furniture,Furnishings,512.499,3.0,0.15,-30.147,4.0,32.73,-117.08
Standard Class,Corporate,San Francisco,California,94122.0,West,Furniture,Furnishings,182.745,7.0,0.2,-32.3673,4.0,37.76,-122.48
Standard Class,Home Office,Seattle,Washington,98105.0,West,Furniture,Furnishings,449.568,2.0,0.2,-73.0548,7.0,47.66,-122.29
Standard Class,Home Office,Seattle,Washington,98199.0,West,Technology,Phones,108.96,3.7777777777777777,0.0,32.688,4.0,47.65,-122.4
Standard Class,Consumer,Jackson,Mississippi,39212.0,South,Office Supplies,Binders,26.968,7.0,0.0,68.6868,5.0,32.24,-90.28
Standard Class,Home Office,Los Angeles,California,90049.0,West,Office Supplies,Binders,2.88,1.0,0.0,1.4112,4.0,34.08,-118.49
Standard Class,Home Office,Los Angeles,California,90049.0,West,Office Supplies,Binders,26.968,3.770643976020112,0.2,14.1426,4.0,34.08,-118.49
Standard Class,Home Office,Los Angeles,California,90049.0,West,Furniture,Storage,23.92,3.831979695431472,0.2,4.0664,4.0,34.08,-118.49
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,156.512,4.0,0.0,52.8228,5.0,41.85,-87.72
Standard Class,Home Office,New York City,New York,10035.0,East,Office Supplies,Binders,128.34,6.0,0.0,37.2186,3.0,40.8,-73.93
First Class,Consumer,Los Angeles,California,90008.0,West,Technology,Phones,474.95,5.0,0.0,142.485,2.0,34.01,-118.35
Standard Class,Consumer,Des Moines,Washington,98198.0,West,Technology,Phones,999.98,2.0,0.0,449.991,6.0,47.38,-122.31
Standard Class,Consumer,Springfield,Oregon,97477.0,West,Furniture,Furnishings,277.5,3.831979695431472,0.5,7.803599999999999,4.0,44.05,-123.0
Standard Class,Consumer,Philadelphia,Pennsylvania,19255.0,East,Technology,Phones,110.97,5.0,0.2,-24.0435,4.0,39.95,-75.16
Standard Class,Corporate,Chicago,Illinois,60653.0,Central,Furniture,Furnishings,182.745,3.0,0.6,-10.1736,4.0,41.82,-87.61
Standard Class,Consumer,Chicago,Illinois,60653.0,Central,Furniture,Furnishings,1.892,1.0,0.6,7.803599999999999,4.0,41.82,-87.61
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,63.312,3.0,0.2,20.5764,4.0,41.85,-87.72
Second Class,Consumer,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,7.824,1.0,0.2,2.934,4.0,41.85,-87.72
Second Class,Consumer,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,182.745,4.0,0.3,-12.148,4.0,41.85,-87.72
Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Paper,62.82,9.0,0.0,29.5254,6.0,40.79,-73.97
Second Class,Consumer,Rockville,Maryland,20852.0,East,Office Supplies,Binders,19.44,3.0,0.0,9.3312,3.0,39.05,-77.12
Second Class,Consumer,Rockville,Maryland,20852.0,East,Office Supplies,Binders,7.38,1.0,0.0,3.6162,3.0,39.05,-77.12
Standard Class,Consumer,New York City,New York,10011.0,East,Office Supplies,Binders,38.88,6.0,0.0,18.6624,4.0,40.74,-74.0
Standard Class,Consumer,New York City,New York,10011.0,East,Furniture,Furnishings,187.76,3.831979695431472,0.0,76.9816,4.0,40.74,-74.0
First Class,Consumer,Durham,North Carolina,27707.0,South,Office Supplies,Binders,6.048,7.0,0.0,-4.2336,4.0,35.98,-78.91
